course_id,title,category,instructor,avg_rating,is_premium,duration_hours
C00385,Data Science Fundamentals 385,Programming,Bima Santoso,4.18,False,5
C00386,Data Science Fundamentals 386,Data Science,Eka Wijaya,4.73,True,32
C00387,Programming Fundamentals 387,Marketing,Dimas Pratama,4.54,False,14
C00388,Business Fundamentals 388,Marketing,Alya Putri,3.63,True,23
C00389,Programming Fundamentals 389,Programming,Eka Wijaya,3.69,False,34
C00390,Business Fundamentals 390,Business,Eka Wijaya,3.68,True,25
C00391,Business Fundamentals 391,Marketing,Dimas Pratama,4.67,True,19
C00392,Business Fundamentals 392,Data Science,Bima Santoso,3.53,False,16
C00393,Data Science Fundamentals 393,Design,Bima Santoso,4.1,True,33
C00394,Data Science Fundamentals 394,Data Science,Dimas Pratama,4.92,True,7
C00395,Business Fundamentals 395,Programming,Eka Wijaya,4.7,True,16
C00396,Programming Fundamentals 396,Data Science,Bima Santoso,4.25,True,9
C00397,Programming Fundamentals 397,Data Science,Bima Santoso,3.59,False,30
C00398,Marketing Fundamentals 398,Data Science,Citra Dewi,4.79,True,38
C00399,Programming Fundamentals 399,Business,Citra Dewi,3.52,False,21
C00400,Marketing Fundamentals 400,Business,Dimas Pratama,3.59,False,20
C00401,Marketing Fundamentals 401,Programming,Eka Wijaya,4.01,False,12
C00402,Marketing Fundamentals 402,Design,Citra Dewi,3.66,True,9
C00403,Design Fundamentals 403,Programming,Citra Dewi,4.04,False,36
C00404,Programming Fundamentals 404,Programming,Eka Wijaya,4.02,False,40
C00405,Data Science Fundamentals 405,Business,Alya Putri,3.85,True,38
C00406,Marketing Fundamentals 406,Marketing,Eka Wijaya,4.15,False,8
C00407,Data Science Fundamentals 407,Data Science,Eka Wijaya,4.65,False,6
C00408,Marketing Fundamentals 408,Business,Alya Putri,3.79,False,3
C00409,Programming Fundamentals 409,Marketing,Bima Santoso,3.89,True,8
C00410,Marketing Fundamentals 410,Programming,Bima Santoso,3.62,True,17
C00411,Design Fundamentals 411,Design,Alya Putri,4.71,False,25
C00412,Programming Fundamentals 412,Marketing,Alya Putri,3.5,True,19
C00413,Marketing Fundamentals 413,Design,Dimas Pratama,4.7,True,2
C00414,Programming Fundamentals 414,Design,Eka Wijaya,4.23,True,33
C00415,Design Fundamentals 415,Programming,Dimas Pratama,4.7,True,23
C00416,Programming Fundamentals 416,Marketing,Bima Santoso,3.89,False,37
C00417,Data Science Fundamentals 417,Marketing,Eka Wijaya,4.77,False,16
C00418,Programming Fundamentals 418,Programming,Alya Putri,4.08,False,4
C00419,Programming Fundamentals 419,Business,Citra Dewi,4.37,False,34
C00420,Business Fundamentals 420,Design,Bima Santoso,4.94,True,9
C00421,Marketing Fundamentals 421,Data Science,Dimas Pratama,3.96,False,25
C00422,Marketing Fundamentals 422,Design,Eka Wijaya,4.54,False,6
C00423,Data Science Fundamentals 423,Programming,Alya Putri,4.8,False,29
C00424,Programming Fundamentals 424,Programming,Alya Putri,3.79,True,22
C00425,Marketing Fundamentals 425,Business,Bima Santoso,4.22,False,35
C00426,Programming Fundamentals 426,Programming,Citra Dewi,4.46,True,26
C00427,Business Fundamentals 427,Programming,Dimas Pratama,3.65,False,39
C00428,Business Fundamentals 428,Programming,Alya Putri,3.86,False,37
C00429,Design Fundamentals 429,Business,Alya Putri,4.57,True,3
C00430,Data Science Fundamentals 430,Marketing,Eka Wijaya,4.45,True,15
C00431,Business Fundamentals 431,Data Science,Eka Wijaya,4.62,False,33
C00432,Design Fundamentals 432,Marketing,Bima Santoso,4.13,False,22
C00433,Data Science Fundamentals 433,Programming,Dimas Pratama,3.98,False,13
C00434,Design Fundamentals 434,Data Science,Dimas Pratama,4.08,False,37
C00435,Design Fundamentals 435,Programming,Bima Santoso,4.3,True,26
C00436,Data Science Fundamentals 436,Data Science,Alya Putri,4.04,False,9
C00437,Marketing Fundamentals 437,Business,Eka Wijaya,3.96,False,16
C00438,Marketing Fundamentals 438,Design,Bima Santoso,3.68,False,38
C00439,Data Science Fundamentals 439,Design,Citra Dewi,5.0,False,39
C00440,Design Fundamentals 440,Programming,Bima Santoso,4.38,False,26
C00441,Marketing Fundamentals 441,Design,Eka Wijaya,3.87,False,21
C00442,Business Fundamentals 442,Business,Bima Santoso,3.98,False,16
C00443,Design Fundamentals 443,Design,Dimas Pratama,4.97,True,34
C00444,Business Fundamentals 444,Data Science,Dimas Pratama,3.82,False,6
C00445,Business Fundamentals 445,Design,Bima Santoso,4.36,True,6
C00446,Business Fundamentals 446,Business,Citra Dewi,4.86,True,24
C00447,Data Science Fundamentals 447,Business,Bima Santoso,3.67,False,7
C00448,Design Fundamentals 448,Programming,Dimas Pratama,4.38,True,39
C00449,Marketing Fundamentals 449,Design,Eka Wijaya,4.61,True,4
C00450,Design Fundamentals 450,Business,Bima Santoso,3.54,True,22
C00451,Business Fundamentals 451,Data Science,Alya Putri,4.03,True,3
C00452,Business Fundamentals 452,Design,Alya Putri,3.55,True,37
C00453,Design Fundamentals 453,Design,Citra Dewi,3.76,False,17
C00454,Marketing Fundamentals 454,Data Science,Alya Putri,4.02,False,9
C00455,Marketing Fundamentals 455,Business,Eka Wijaya,4.67,True,22
C00456,Business Fundamentals 456,Data Science,Citra Dewi,3.54,False,17
C00457,Programming Fundamentals 457,Data Science,Eka Wijaya,4.67,True,38
C00458,Business Fundamentals 458,Marketing,Citra Dewi,4.75,False,17
C00459,Programming Fundamentals 459,Marketing,Eka Wijaya,4.85,True,13
C00460,Design Fundamentals 460,Design,Bima Santoso,4.53,True,27
C00461,Design Fundamentals 461,Design,Eka Wijaya,3.97,True,22
C00462,Marketing Fundamentals 462,Data Science,Citra Dewi,4.55,True,19
C00463,Design Fundamentals 463,Design,Dimas Pratama,4.31,True,32
C00464,Business Fundamentals 464,Business,Bima Santoso,4.25,True,20
C00465,Marketing Fundamentals 465,Programming,Citra Dewi,4.43,False,13
C00466,Business Fundamentals 466,Business,Citra Dewi,4.04,True,31
C00467,Business Fundamentals 467,Business,Eka Wijaya,4.73,True,28
C00468,Programming Fundamentals 468,Data Science,Citra Dewi,4.9,False,9
C00469,Data Science Fundamentals 469,Business,Dimas Pratama,4.31,True,5
C00470,Marketing Fundamentals 470,Programming,Citra Dewi,3.62,True,35
C00471,Marketing Fundamentals 471,Design,Alya Putri,4.78,False,7
C00472,Marketing Fundamentals 472,Design,Dimas Pratama,4.25,True,13
C00473,Design Fundamentals 473,Design,Dimas Pratama,4.67,False,9
C00474,Business Fundamentals 474,Business,Bima Santoso,4.83,True,4
C00475,Design Fundamentals 475,Design,Dimas Pratama,3.8,False,26
C00476,Data Science Fundamentals 476,Marketing,Citra Dewi,3.97,True,19
C00477,Programming Fundamentals 477,Data Science,Alya Putri,3.9,False,33
C00478,Programming Fundamentals 478,Business,Dimas Pratama,3.51,True,16
C00479,Data Science Fundamentals 479,Design,Eka Wijaya,3.88,True,11
C00480,Marketing Fundamentals 480,Marketing,Alya Putri,4.34,True,19
C00481,Programming Fundamentals 481,Marketing,Bima Santoso,3.77,False,35
C00482,Marketing Fundamentals 482,Data Science,Bima Santoso,3.62,True,2
C00483,Business Fundamentals 483,Business,Bima Santoso,3.65,False,37
C00484,Marketing Fundamentals 484,Marketing,Citra Dewi,4.42,True,36
C00485,Business Fundamentals 485,Programming,Alya Putri,4.88,False,29
C00486,Data Science Fundamentals 486,Data Science,Bima Santoso,4.4,True,16
C00487,Programming Fundamentals 487,Marketing,Eka Wijaya,3.76,False,17
C00488,Business Fundamentals 488,Programming,Citra Dewi,3.54,True,18
C00489,Programming Fundamentals 489,Design,Eka Wijaya,4.25,False,12
C00490,Data Science Fundamentals 490,Marketing,Dimas Pratama,4.86,False,14
C00491,Programming Fundamentals 491,Programming,Eka Wijaya,4.94,False,34
C00492,Design Fundamentals 492,Data Science,Alya Putri,3.59,False,28
C00493,Design Fundamentals 493,Design,Dimas Pratama,3.85,True,29
C00494,Design Fundamentals 494,Business,Bima Santoso,3.52,True,16
C00495,Business Fundamentals 495,Marketing,Citra Dewi,4.57,False,9
C00496,Business Fundamentals 496,Marketing,Eka Wijaya,3.74,True,17
C00497,Marketing Fundamentals 497,Marketing,Bima Santoso,4.66,True,30
C00498,Business Fundamentals 498,Data Science,Alya Putri,4.4,True,18
C00499,Business Fundamentals 499,Programming,Bima Santoso,3.6,True,32
C00500,Marketing Fundamentals 500,Marketing,Bima Santoso,4.13,False,6
